Num Training Releases,% Training,% Defective In Training,% Defective In Testing,Classifier,Balancing,Feature Selection,TP,FP,TN,FN,Precision,Recall,ROC Area,Kappa
4,0.915057915057915,0.07172995780590717,0.13636363636363635,RandomForest,Undersampling,None,0,3,16,3,0.0,0.0,0.5964912280701754,-0.15789473684210523
5,0.9847908745247148,0.07722007722007722,0.25,RandomForest,Undersampling,None,1,3,0,0,0.25,1.0,0.0,0.0
6,0.8945578231292517,0.07984790874524715,0.03225806451612903,RandomForest,Undersampling,None,1,24,6,0,0.04,1.0,0.7833333333333333,0.015873015873015865
9,0.84251968503937,0.06853582554517133,0.016666666666666666,RandomForest,Undersampling,None,1,20,39,0,0.047619047619047616,1.0,0.7372881355932204,0.061032863849765105
10,0.8485523385300668,0.06036745406824147,0.16176470588235295,RandomForest,Undersampling,None,4,9,48,7,0.3076923076923077,0.36363636363636365,0.5996810207336523,0.19167904903417513
11,0.8944223107569721,0.0757238307349666,0.03773584905660377,RandomForest,Undersampling,None,1,19,32,1,0.05,0.5,0.6029411764705882,0.023941068139963072
12,0.8730434782608696,0.07171314741035857,0.0136986301369863,RandomForest,Undersampling,None,0,23,49,1,0.0,0.0,0.25,-0.02696365767878069
13,0.8730434782608696,0.07171314741035857,0.0136986301369863,RandomForest,Undersampling,None,0,23,49,1,0.0,0.0,0.25,-0.02696365767878069
14,0.8730434782608696,0.07171314741035857,0.0136986301369863,RandomForest,Undersampling,None,0,23,49,1,0.0,0.0,0.25,-0.02696365767878069
15,0.9214743589743589,0.06434782608695652,0.10204081632653061,RandomForest,Undersampling,None,4,24,20,1,0.14285714285714285,0.8,0.5,0.08376963350785335
16,0.9214743589743589,0.06434782608695652,0.10204081632653061,RandomForest,Undersampling,None,4,24,20,1,0.14285714285714285,0.8,0.5,0.08376963350785335
18,0.8987161198288159,0.06666666666666667,0.09859154929577464,RandomForest,Undersampling,None,4,14,50,3,0.2222222222222222,0.5714285714285714,0.7377232142857143,0.2074852265265922
19,0.9901129943502824,0.06990014265335236,0.5714285714285714,RandomForest,Undersampling,None,4,3,0,0,0.5714285714285714,1.0,0.4166666666666667,0.0
20,0.9779005524861878,0.0748587570621469,0.1875,RandomForest,Undersampling,None,3,8,5,0,0.2727272727272727,1.0,0.5384615384615384,0.189873417721519
3,0.270042194092827,0.015625,0.09248554913294797,NaiveBayes,Undersampling,None,13,99,58,3,0.11607142857142858,0.8125,0.5714570063694268,0.049245689655172474
4,0.915057915057915,0.07172995780590717,0.13636363636363635,NaiveBayes,Undersampling,None,0,1,18,3,0.0,0.0,0.7192982456140351,-0.07317073170731683
5,0.9847908745247148,0.07722007722007722,0.25,NaiveBayes,Undersampling,None,0,0,3,1,NaN,0.0,1.0,0.0
6,0.8945578231292517,0.07984790874524715,0.03225806451612903,NaiveBayes,Undersampling,None,1,1,29,0,0.5,1.0,1.0,0.6516853932584271
9,0.84251968503937,0.06853582554517133,0.016666666666666666,NaiveBayes,Undersampling,None,0,8,51,1,0.0,0.0,0.1864406779661017,-0.030534351145038365
10,0.8485523385300668,0.06036745406824147,0.16176470588235295,NaiveBayes,Undersampling,None,5,11,46,6,0.3125,0.45454545454545453,0.7376395534290271,0.22102425876010776
11,0.8944223107569721,0.0757238307349666,0.03773584905660377,NaiveBayes,Undersampling,None,0,8,43,2,0.0,0.0,0.5,-0.06425702811244949
12,0.8730434782608696,0.07171314741035857,0.0136986301369863,NaiveBayes,Undersampling,None,0,10,62,1,0.0,0.0,0.5833333333333334,-0.025542784163474
13,0.8730434782608696,0.07171314741035857,0.0136986301369863,NaiveBayes,Undersampling,None,0,10,62,1,0.0,0.0,0.5833333333333334,-0.025542784163474
14,0.8730434782608696,0.07171314741035857,0.0136986301369863,NaiveBayes,Undersampling,None,0,10,62,1,0.0,0.0,0.5833333333333334,-0.025542784163474
